,link,files
0,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,dist/aurelia-framework.d.ts
1,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,dist/index.d.ts
2,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,dist/types/aurelia-framework.d.ts
3,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,package-lock.json
4,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,package.json
5,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,src/aurelia-framework.ts
6,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,src/aurelia.ts
7,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,src/framework-configuration.ts
8,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,tsconfig.json
9,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,dist/aurelia-framework.d.ts
10,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,dist/index.d.ts
11,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,dist/types/aurelia-framework.d.ts
12,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,package-lock.json
13,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,package.json
14,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,src/aurelia-framework.ts
15,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,src/aurelia.ts
16,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,src/framework-configuration.ts
17,https://github.com/aurelia/framework/commit/45bbae48eea46688a1a8e308bbd54f1ad354b68b,tsconfig.json
18,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,.eslintrc.json
19,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,.github/ISSUE_TEMPLATE.md
20,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,.github/workflows/main.yml
21,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,.gitignore
22,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/args.js
23,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/babel-options.js
24,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/paths.js
25,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/build.js
26,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/clean.js
27,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/dev.js
28,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/doc.js
29,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/lint.js
30,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,.eslintrc.json
31,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,.github/ISSUE_TEMPLATE.md
32,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,.github/workflows/main.yml
33,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,.gitignore
34,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/args.js
35,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/babel-options.js
36,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/paths.js
37,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/build.js
38,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/clean.js
39,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/dev.js
40,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/doc.js
41,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/lint.js
42,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/prepare-release.js
43,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/tasks/test.js
44,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,build/typescript-options.js
45,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,circle.yml
46,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,config.js
47,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,dist/aurelia-framework.d.ts
48,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,doc/MAINTAINER.md
49,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,doc/cleanup.js
50,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,gulpfile.js
51,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,karma.conf.js
52,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,package-lock.json
53,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,package.json
54,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,rollup.config.js
55,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,src/aurelia-framework.ts
56,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,src/aurelia.ts
57,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,src/framework-configuration.ts
58,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,test/aurelia.spec.ts
59,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,test/framework-configuration.spec.ts
60,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,test/setup.ts
61,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,tsconfig.json
62,https://github.com/aurelia/framework/commit/d1ad4de755e6d74dba09b4573e386179187797de,typings.json
